date,portfolio_value,cash,invested_value,daily_return,cumulative_return
2018-08-13,92517487.25,6359694.249999994,86157793.0,-0.019631978954915308,-0.07482512750000003
2018-08-14,93664784.75,6359694.249999994,87305090.5,0.012400871814641778,-0.06335215250000004
2018-08-16,91548658.25,6359694.249999994,85188964.0,-0.022592551786118298,-0.08451341749999997
2018-08-17,92084063.75,6359694.249999994,85724369.5,0.005848316187637925,-0.0791593625
2018-08-20,92390009.75,6359694.249999994,86030315.5,0.00332246414353099,-0.07609990249999998
2018-08-21,93826256.25,6359694.249999994,87466562.0,0.015545474060305597,-0.06173743750000005
2018-08-23,92237036.75,6359694.249999994,85877342.5,-0.016937897380936984,-0.07762963249999999
2018-08-24,92891421.25,6359694.249999994,86531727.0,0.007094595870134501,-0.07108578750000005
2018-08-27,93120880.75,6359694.249999994,86761186.5,0.002470190432144026,-0.06879119249999999
2018-08-28,93137877.75,6359694.249999994,86778183.5,0.0001825261945882506,-0.06862122250000002
2018-08-29,92322021.75,6359694.249999994,85962327.5,-0.008759658473107113,-0.07677978249999995
2018-08-30,92763943.75,6359694.249999994,86404249.5,0.004786745259941272,-0.0723605625
2018-08-31,91157727.25,6359694.249999994,84798033.0,-0.01731509501502837,-0.08842272750000002
2018-09-03,91387186.75,6359694.249999994,85027492.5,0.002517170040568395,-0.08612813249999995
2018-09-04,90044423.75,6359694.249999994,83684729.5,-0.014693121079143001,-0.09955576249999998
2018-09-05,88497696.75,6359694.249999994,82138002.5,-0.01717737685005727,-0.11502303250000001
2018-09-06,86296585.25,86296585.25,0.0,-0.024871963687574716,-0.13703414749999998
2018-09-07,86296585.25,86296585.25,0.0,0.0,-0.13703414749999998
2018-09-10,86296585.25,86296585.25,0.0,0.0,-0.13703414749999998
2018-09-11,86296585.25,86296585.25,0.0,0.0,-0.13703414749999998
2018-09-12,86296585.25,86296585.25,0.0,0.0,-0.13703414749999998
2018-09-14,86296585.25,86296585.25,0.0,0.0,-0.13703414749999998
2018-09-17,86296585.25,86296585.25,0.0,0.0,-0.13703414749999998
2018-09-18,86296585.25,86296585.25,0.0,0.0,-0.13703414749999998
2018-09-19,86296585.25,86296585.25,0.0,0.0,-0.13703414749999998
2018-09-21,86296585.25,86296585.25,0.0,0.0,-0.13703414749999998
2018-09-24,86296585.25,86296585.25,0.0,0.0,-0.13703414749999998
2018-09-25,86296585.25,86296585.25,0.0,0.0,-0.13703414749999998
2018-09-26,86296585.25,86296585.25,0.0,0.0,-0.13703414749999998
2018-09-27,86296585.25,86296585.25,0.0,0.0,-0.13703414749999998
2018-09-28,86296585.25,74070776.55,12225808.700000003,0.0,-0.13703414749999998
2018-10-01,86517533.6,74070776.55,12446757.049999997,0.0025603371136866393,-0.13482466400000004
2018-10-03,86475448.2,62286435.75,24189012.450000003,-0.00048643781495860683,-0.13524551799999995
2018-10-04,85798402.05,62286435.75,23511966.299999997,-0.007829345370192642,-0.1420159795
2018-10-05,85182905.55,62286435.75,22896469.799999997,-0.007173752485988172,-0.1481709445
2018-10-08,84957223.5,62286435.75,22670787.75,-0.002649381921675964,-0.150427765
2018-10-09,85613753.1,62286435.75,23327317.349999994,0.007727766668363278,-0.1438624690000001
2018-10-10,87439726.05,62286435.75,25153290.299999997,0.02132803298399022,-0.1256027395
2018-10-11,87501275.7,62286435.75,25214839.950000003,0.0007039094560383763,-0.12498724299999997
2018-10-12,88198838.4,62286435.75,25912402.650000006,0.007972028915230966,-0.11801161599999999
2018-10-15,90312043.05,62286435.75,28025607.299999997,0.023959551943486757,-0.09687956949999998
2018-10-16,90435142.35,62286435.75,28148706.599999994,0.0013630441283656314,-0.09564857650000003
2018-10-17,88137288.75,62286435.75,25850853.0,-0.025408857002810814,-0.11862711250000002
2018-10-19,88219354.95,62286435.75,25932919.200000003,0.0009311178181663493,-0.11780645049999994
2018-10-22,86803713.0,62286435.75,24517277.25,-0.01604684086391639,-0.13196286999999995
2018-10-23,85962534.45,62286435.75,23676098.700000003,-0.009690582590631824,-0.14037465549999995
2018-10-24,86413898.55,62286435.75,24127462.799999997,0.005250707216671646,-0.1358610145
2018-10-25,85859951.7,62286435.75,23573515.950000003,-0.006410390681303113,-0.14140048299999997
2018-10-26,86393382.0,62286435.75,24106946.25,0.006212795248986769,-0.13606618000000004
2018-10-29,86536997.85,62286435.75,24250562.099999994,0.0016623478173363182,-0.13463002150000003
2018-10-30,86578030.95,62286435.75,24291595.200000003,0.0004741682866227226,-0.13421969049999993
2018-10-31,86413898.55,62286435.75,24127462.799999997,-0.001895774230471825,-0.1358610145
2018-11-01,86701130.25,62286435.75,24414694.5,0.003323906279194322,-0.13298869749999997
2018-11-02,87275593.65,62286435.75,24989157.900000006,0.006625789056538878,-0.12724406349999995
2018-11-05,86701130.25,50688933.75,36012196.5,-0.006582176940597706,-0.13298869749999997
2018-11-06,86852442.0,50688933.75,36163508.25,0.0017452108128659383,-0.13147558000000004
2018-11-07,87548476.05,50688933.75,36859542.3,0.00801398364826622,-0.12451523949999999
2018-11-09,87790574.85,50688933.75,37101641.099999994,0.002765311412864957,-0.12209425150000008
2018-11-12,87578738.4,39116783.9,48461954.50000001,-0.002412974859339223,-0.12421261599999989
2018-11-13,87618493.9,39116783.9,48501710.00000001,0.0004539400855310127,-0.12381506099999995
2018-11-14,89168958.4,39116783.9,50052174.50000001,0.017695630579653177,-0.10831041599999991
2018-11-15,88930425.4,39116783.9,49813641.50000001,-0.0026750676948582575,-0.11069574599999998
2018-11-16,88771403.4,39116783.9,49654619.50000001,-0.0017881619174172636,-0.11228596599999996
2018-11-19,88930425.4,39116783.9,49813641.50000001,0.0017913651683916232,-0.11069574599999998
2018-11-20,88890669.9,39116783.9,49773886.00000001,-0.00044704047935428814,-0.11109330099999992
2018-11-21,88890669.9,39116783.9,49773886.00000001,0.0,-0.11109330099999992
2018-11-22,88850914.4,39116783.9,49734130.50000001,-0.00044724041392329994,-0.11149085599999997
2018-11-26,86982405.9,39116783.9,47865622.00000001,-0.021029704788271708,-0.13017594099999996
2018-11-27,86783628.4,39116783.9,47666844.50000001,-0.0022852610012710217,-0.132163716
2018-11-28,86664361.9,39116783.9,47547578.00000001,-0.0013742972286233668,-0.1333563809999999
2018-11-29,86743872.9,39116783.9,47627089.00000001,0.0009174590137956962,-0.13256127099999993
2018-11-30,87379960.9,39116783.9,48263177.00000001,0.007332944434395916,-0.1262003909999999
2018-12-03,87061916.9,39116783.9,47945133.00000001,-0.0036397818987808916,-0.12938083099999997
2018-12-04,86902894.9,39116783.9,47786111.00000001,-0.0018265391535389197,-0.13097105099999995
2018-12-05,86942650.4,39116783.9,47825866.50000001,0.0004574703759379073,-0.1305734959999999
2018-12-06,86863139.4,39116783.9,47746355.50000001,-0.0009145223849766904,-0.1313686059999999
2018-12-07,86743872.9,39116783.9,47627089.00000001,-0.0013730392525969082,-0.13256127099999993
2018-12-10,86704117.4,39116783.9,47587333.50000001,-0.000458309027149717,-0.13295882599999997
2018-12-11,86863139.4,39116783.9,47746355.50000001,0.0018340766824991306,-0.1313686059999999
2018-12-12,88890669.9,39116783.9,49773886.00000001,0.023341667294147994,-0.11109330099999992
2018-12-13,88970180.9,39116783.9,49853397.00000001,0.0008944808278465999,-0.11029819099999993
2018-12-14,89009936.4,39116783.9,49893152.50000001,0.0004468407234630156,-0.10990063599999988
2018-12-17,88373848.4,25926266.0,62447582.400000006,-0.007146258336164779,-0.1162615159999999
2018-12-18,89381880.4,25926266.0,63455614.400000006,0.011406451322991229,-0.10618119599999998
2018-12-19,88424250.0,12759574.0,75664676.0,-0.010713920939170674,-0.11575749999999996
2018-12-20,86532633.10000001,12759574.0,73773059.10000001,-0.02139251280050425,-0.13467366899999988
2018-12-21,85373255.0,12759574.0,72613681.0,-0.013398160421862926,-0.14626744999999997
2018-12-24,85495294.8,12759574.0,72735720.8,0.0014294851473097836,-0.145047052
2018-12-26,84579996.3,12759574.0,71820422.3,-0.010705834773026557,-0.15420003700000007
2018-12-27,85800394.3,12759574.0,73040820.3,0.014428919997481637,-0.14199605700000006
2018-12-28,85434274.89999999,12759574.0,72674700.89999999,-0.004267106264335685,-0.14565725100000004
2018-12-31,85617334.60000001,12759574.0,72857760.60000001,0.0021426962447366193,-0.14382665399999994
2019-01-01,86410593.3,12759574.0,73651019.3,0.009265164627070499,-0.13589406700000006
2019-01-02,87447931.60000001,12759574.0,74688357.60000001,0.012004758448985298,-0.12552068399999994
2019-01-03,87203852.0,12759574.0,74444278.0,-0.0027911420605860604,-0.12796147999999996
2019-01-04,86776712.7,8699238.45,78077474.25,-0.004898170094596255,-0.13223287299999997
2019-01-07,87484752.45,8699238.45,78785514.0,0.008159329017772388,-0.12515247549999997
2019-01-08,87484752.45,8699238.45,78785514.0,0.0,-0.12515247549999997
2019-01-09,87291650.7,8699238.45,78592412.25,-0.002207261775248881,-0.127083493
2019-01-10,87549119.7,8699238.45,78849881.25,0.0029495260764955678,-0.124508803
2019-01-11,88578995.7,8699238.45,79879757.25,0.011763407827845906,-0.11421004299999993
2019-01-14,87999690.45,8699238.45,79300452.0,-0.006539984399484444,-0.12000309549999999
2019-01-15,89093933.7,8699238.45,80394695.25,0.012434626126573978,-0.10906066299999995
2019-01-16,87806588.7,8699238.45,79107350.25,-0.014449300267005749,-0.12193411300000001
2019-01-17,87098548.95,8699238.45,78399310.5,-0.00806362894268775,-0.1290145105
2019-01-18,86326141.95,8699238.45,77626903.5,-0.008868195960915592,-0.13673858049999998
2019-01-21,85939938.45,8699238.45,77240700.0,-0.004473772269629417,-0.14060061549999991
2019-01-22,84202022.7,8699238.45,75502784.25,-0.020222445830713753,-0.157979773
2019-01-23,85231898.7,8699238.45,76532660.25,0.012231012593002744,-0.14768101299999992
2019-01-24,84974429.7,8699238.45,76275191.25,-0.003020805636470003,-0.15025570300000002
2019-01-25,82657208.7,8699238.45,73957970.25,-0.0272696269710887,-0.17342791299999993
2019-01-28,84073288.2,8699238.45,75374049.75,0.017131954033671626,-0.15926711799999993
2019-01-29,84266389.95,8699238.45,75567151.5,0.002296826425304488,-0.15733610050000002
2019-01-30,85553734.95,8699238.45,76854496.5,0.015277087350767715,-0.14446265049999996
2019-01-31,86326141.95,8699238.45,77626903.5,0.009028325887249888,-0.13673858049999998
2019-02-01,84910062.45,8699238.45,76210824.0,-0.016403831655307788,-0.1508993755
2019-02-04,83815819.2,8699238.45,75116580.75,-0.012887085681327237,-0.16184180799999992
2019-02-05,79889416.95,8699238.45,71190178.5,-0.04684559892722495,-0.20110583049999997
2019-02-06,78280235.7,8699238.45,69580997.25,-0.02014260851355476,-0.217197643
2019-02-07,77507828.7,8699238.45,68808590.25,-0.009867203299695704,-0.22492171299999997
2019-02-08,75963014.7,8699238.45,67263776.25,-0.019931070524234706,-0.24036985300000002
2019-02-11,75061873.2,8699238.45,66362634.75,-0.01186289806373364,-0.24938126799999993
2019-02-12,74418200.7,8699238.45,65718962.25,-0.008575225644648632,-0.25581799299999997
2019-02-13,72744652.2,8699238.45,64045413.75,-0.02248843003805656,-0.27255347799999996
2019-02-14,72487183.2,8699238.45,63787944.75,-0.0035393529587869343,-0.27512816799999995
2019-02-15,70942369.2,70942369.2,0.0,-0.021311546839083095,-0.290576308
2019-02-18,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-02-19,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-02-20,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-02-21,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-02-22,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-02-25,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-02-26,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-02-27,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-02-28,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-01,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-05,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-06,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-07,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-08,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-11,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-12,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-13,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-14,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-15,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-18,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-19,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-20,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-22,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-25,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-26,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-27,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-28,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-03-29,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-01,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-02,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-03,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-04,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-05,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-08,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-09,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-10,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-11,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-12,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-15,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-16,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-18,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-22,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-23,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-24,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-25,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-26,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-04-30,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-02,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-03,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-06,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-07,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-08,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-09,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-10,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-13,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-14,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-15,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-16,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-17,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-20,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-21,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-22,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-23,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-24,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-27,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-28,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-29,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-30,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-05-31,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-03,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-04,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-06,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-07,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-10,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-11,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-12,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-13,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-14,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-17,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-18,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-19,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-20,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-21,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-24,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-25,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-26,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-27,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-06-28,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-01,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-02,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-03,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-04,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-05,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-08,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-09,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-10,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-11,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-12,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-15,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-16,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-17,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-18,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-19,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-22,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-23,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-24,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-25,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-26,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-29,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-30,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-07-31,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-01,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-02,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-05,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-06,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-07,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-08,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-09,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-13,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-14,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-16,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-19,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-20,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-21,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-22,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-23,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-26,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-27,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-28,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-29,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-08-30,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-09-03,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-09-04,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-09-05,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-09-06,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-09-09,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-09-11,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-09-12,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-09-13,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-09-16,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-09-17,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-09-18,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-09-19,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-09-20,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-09-23,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-09-24,70942369.2,70942369.2,0.0,0.0,-0.290576308
2019-09-25,70942369.2,59768780.2,11173589.0,0.0,-0.290576308
2019-09-26,70623744.9,47506043.150000006,23117701.75,-0.004491311801297915,-0.2937625509999999
2019-09-27,70425332.4,36218369.00000001,34206963.4,-0.0028094304582820806,-0.29574667599999993
2019-09-30,72016537.60000001,36218369.00000001,35798168.6,0.022594216395917188,-0.2798346239999999
2019-10-01,71947440.60000001,36218369.00000001,35729071.6,-0.000959460178213245,-0.2805255939999999
2019-10-03,70751075.4,25215026.400000006,45536049.0,-0.016628321869728957,-0.2924892459999999
2019-10-04,70969748.4,25215026.400000006,45754722.0,0.0030907374730873016,-0.2903025159999999
2019-10-07,71112927.15,25215026.400000006,45897900.75,0.002017461710488444,-0.28887072849999995
2019-10-09,70899460.65,14298670.950000005,56600789.7,-0.003001795996243173,-0.2910053935
2019-10-10,72966877.95,14298670.950000005,58668207.0,0.029159845237835436,-0.2703312205
2019-10-11,74192491.95,14298670.950000005,59893821.0,0.016796854058081623,-0.25807508049999994
2019-10-14,74515021.95,14298670.950000005,60216351.0,0.00434720537783484,-0.25484978049999996
2019-10-15,74250547.35000001,14298670.950000005,59951876.400000006,-0.0035492789652193935,-0.25749452649999993
2019-10-16,73315210.35000001,7350005.450000005,65965204.900000006,-0.012597038451326648,-0.26684789649999996
2019-10-17,72846553.85,7302768.650000005,65543785.19999999,-0.006392350206221753,-0.27153446150000005
2019-10-18,74859622.55,7302768.650000005,67556853.89999999,0.027634371066408425,-0.25140377450000007
2019-10-22,74938990.85000001,7302768.650000005,67636222.2,0.0010602284288436792,-0.2506100914999999
2019-10-23,76035716.45,7302768.650000005,68732947.8,0.014634912847908854,-0.23964283549999998
2019-10-24,78672908.60000001,7302768.650000005,71370139.95,0.034683597040006564,-0.21327091399999987
2019-10-25,78600755.60000001,7302768.650000005,71297986.95,-0.0009171263816728503,-0.21399244399999995
2019-10-27,80372111.75000001,7302768.650000005,73069343.10000001,0.022536121141308874,-0.1962788824999998
2019-10-29,79477414.55,7302768.650000005,72174645.89999999,-0.011131935947919391,-0.20522585450000008
2019-10-30,79376400.35000001,7302768.650000005,72073631.7,-0.001270979945333317,-0.2062359964999999
2019-10-31,82785629.60000001,7302768.650000005,75482860.95,0.042950161949489196,-0.1721437039999999
2019-11-01,80960158.7,7302768.650000005,73657390.05,-0.02205057700014168,-0.19039841299999993
2019-11-04,80011346.75000001,7302768.650000005,72708578.10000001,-0.011719492219819383,-0.19988653249999988
2019-11-05,78579109.7,7302768.650000005,71276341.05,-0.01790042422951732,-0.21420890299999995
2019-11-06,77731311.95,7302768.650000005,70428543.3,-0.01078909844151621,-0.22268688049999996
2019-11-07,79369185.05,7302768.650000005,72066416.39999999,0.021070956592802004,-0.20630814949999998
2019-11-08,77536498.85000001,7302768.650000005,70233730.2,-0.023090651602954648,-0.22463501149999987
2019-11-11,79365577.4,7302768.650000005,72062808.75,0.02358990381469872,-0.2063442259999999
2019-11-13,78517779.65,7302768.650000005,71215011.0,-0.010682184616727763,-0.21482220349999992
2019-11-14,77991062.75000001,7302768.650000005,70688294.10000001,-0.006708250059386245,-0.22008937249999982
2019-11-15,77619474.8,7302768.650000005,70316706.14999999,-0.004764493993255847,-0.223805252
2019-11-18,79444945.7,7302768.650000005,72142177.05,0.023518207314641604,-0.20555054299999997
2019-11-19,78528602.60000001,7302768.650000005,71225833.95,-0.011534315895441516,-0.21471397399999992
2019-11-20,79286209.10000001,7302768.650000005,71983440.45,0.009647523003293523,-0.20713790899999995
2019-11-21,78488918.45,7302768.650000005,71186149.8,-0.010055855350511456,-0.2151108155
2019-11-22,78239990.60000001,7302768.650000005,70937221.95,-0.0031715031231901447,-0.2176000939999999
2019-11-25,78658478.00000001,7302768.650000005,71355709.35000001,0.005348765980041081,-0.2134152199999999
2019-11-26,78658478.00000001,7302768.650000005,71355709.35000001,0.0,-0.2134152199999999
2019-11-27,79935586.10000001,7302768.650000005,72632817.45,0.0162361150695034,-0.2006441389999999
2019-11-28,80501987.15,7302768.650000005,73199218.5,0.0070857183594228434,-0.1949801284999999
2019-11-29,82092960.8,7302768.650000005,74790192.14999999,0.019763159970641597,-0.17907039200000008
2019-12-02,82507840.55,7302768.650000005,75205071.89999999,0.005053779836382777,-0.1749215945
2019-12-03,81912578.3,7302768.650000005,74609809.64999999,-0.0072146143449151046,-0.18087421700000006
2019-12-04,84560593.4,7302768.650000005,77257824.75,0.032327331832991524,-0.15439406599999994
2019-12-05,84023053.55,7302768.650000005,76720284.89999999,-0.006356859955526373,-0.15976946450000007
2019-12-06,82908289.7,7302768.650000005,75605521.05,-0.013267357027635596,-0.17091710299999996
2019-12-09,82414041.65,7302768.650000005,75111273.0,-0.005961382773524981,-0.17585958349999997
2019-12-10,80985412.25000001,7302768.650000005,73682643.60000001,-0.017334781444977132,-0.1901458774999999
2019-12-11,80772560.9,7302768.650000005,73469792.25,-0.0026282677841157343,-0.192274391
2019-12-12,80628254.9,7302768.650000005,73325486.25,-0.0017865720535796825,-0.19371745099999993
2019-12-13,81003450.50000001,7302768.650000005,73700681.85000001,0.004653400975443978,-0.18996549499999982
2019-12-16,80682369.65,7302768.650000005,73379601.0,-0.003963792258454557,-0.19317630349999992
2019-12-17,81176617.7,7302768.650000005,73873849.05,0.006125849453158638,-0.18823382300000002
2019-12-18,81342569.60000001,7302768.650000005,74039800.95,0.0020443312951681225,-0.18657430399999986
2019-12-19,81310100.75000001,7302768.650000005,74007332.10000001,-0.000399161843050444,-0.18689899249999986
2019-12-20,81140541.2,7302768.650000005,73837772.55,-0.0020853442368906627,-0.18859458799999995
2019-12-23,80967374.00000001,7302768.650000005,73664605.35000001,-0.002134163729240579,-0.19032625999999986
2019-12-24,81905363.00000001,7302768.650000005,74602594.35000001,0.01158477734500818,-0.1809463699999998
2019-12-26,85040410.85000001,7302768.650000005,77737642.2,0.03827646609660951,-0.14959589149999986
2019-12-27,86194858.85000001,7302768.650000005,78892090.2,0.013575287189478535,-0.1380514114999999
2019-12-30,88882558.10000001,7302768.650000005,81579789.45,0.031181665424816707,-0.11117441899999991
2019-12-31,87865200.8,7302768.650000005,80562432.14999999,-0.01144608483090015,-0.12134799200000002
2020-01-01,90354479.3,7302768.650000005,83051710.64999999,0.028330652833379766,-0.09645520699999999
2020-01-02,90368909.9,7302768.650000005,83066141.25,0.00015971095303535243,-0.09631090099999995
2020-01-03,89535542.75000001,7302768.650000005,82232774.10000001,-0.009221834709771004,-0.10464457249999981
2020-01-06,88803189.8,7302768.650000005,81500421.14999999,-0.008179466248893874,-0.11196810200000007
2020-01-07,91786716.35000001,7302768.650000005,84483947.7,0.03359706511353289,-0.08213283649999992
